title,salary,location,exp,description,requirement,benefit,working_location,working_time,company_name,company_emp,company_address,company_logo
Thực Tập Sinh IT,7 - 15 triệu,Hồ Chí Minh,Không yêu cầu kinh nghiệm,"Tiếp nhận thông tin khách hàng
Tư vấn về bố cục, màu sắc, chức năng của trang Website
Lên ý tưởng thiết kế Website cho khách hàng
Lên bản demo gửi xuống bộ phận liên quan
Bàn giao trang Website khi đã hoàn chỉnh cho khách
Theo dõi và quản lý trang Website cho khách
Hướng dẫn khách sử dụng trang Website hiệu quả nhất
Các công việc khác theo sự hướng dẫn của quản lý","Không ngại giao tiếp
Không ngại học hỏi nâng cấp bản thân
Môi trường năng động, sáng tạo
Ý thức tự giác làm việc
Đáp ứng làm việc full time giờ hành chính
Sẵn sàng đi làm","Không yêu cầu kinh nghiệm
Được đào tạo khi vào làm việc
Môi trường năng động, sáng tạo
Khả năng thăng tiến cao
Được hưởng đầy đủ chính sách phúc lợi của công ty","- Hồ Chí Minh: Tòa nhà Saigon Tel, Công viên phần mềm Quang Trung, Phường Tân Chánh Hiệp, Quận 12",Thứ 2 - Thứ 6 (từ 08:00 đến 17:00),CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ NINA,1000+ nhân viên,"Lầu 3, Tòa nhà Saigon TEL, Lô 46 Công viên phần mềm Quang Trung , Phường Tân Chánh Hiệp, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/F2fZeEWngXhfnWGhlKhuzQNosAN34muV_1684924981____d14888d7fdd6b8bd22789087704ee551.png
Fresher FullStack (Golang),Thoả thuận,Hồ Chí Minh,1 năm,"Responsibilities
Work with internal teams to centralize information and propose the best solution.
Standard of technical documentation.
Implement backend environment, database, caching
Optimizing performance
Troubleshooting and bug fixing
Ability to work with limited supervision and work collaboratively in a dynamic team 
High comfort level in working within a self-directed culture and navigating ambiguit. 
Self-motivated and able to multi-task 
Positive working attitude and a good team player 
Ability and willingness to work some flexible hours","Requirements:
At least Bachelor's or Engineer's Degree in Information Technology, Computer Science, or related fields
Backend programming languages like Golang
Java, Python, C++ nive to have
Have analyze & problem solving skill
Ability to read documentation in English
Strong interest and promote technology trends
Strong passion for challenges, learning and sharing
Knowledge / Education / Certification","Benefit:
Offering a salary package that is competitive with industry standards and 13rd month salary is applied
Annual health check-up is sponsored by the company and FPT care insurance is offered
Opportunity to work directly with customers who are leading companies in Vietnam as well as internationally such as Japan, USA, etc...
The nature of the job is challenging, so you can always promote your capability and interpersonal skills
Monthly Employee recognition and rewards
Offering performance-based bonuses for employees who exceed targets and contribute to the growth of our company.
Dynamic technology environment, open working, democracy, many corporate activities for active people (sports, vacation, team building activities ...)","- Hồ Chí Minh: Biệt thự A 4-2, khu dân cư EverRich, 3, Đ. Phú Thuận, Phú Thuận, Quận 7, Hồ Chí Minh, Quận 7",Thứ 2 - Thứ 6 (từ 09:00 đến 18:00),CÔNG TY CỔ PHẦN CÔNG NGHỆ NAMI,25-99 nhân viên,"Villa A4-2 Khu dân cư EverRich 3, Đường Phú Thuận, Phường Tân Phú, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/L1pW9ftuBFytFm20NU82mkKHxaplrxdX_1712053749____0c3a203d8e665ab4d6e0768bf35663c1.png
Junior FullStack (Golang),Thoả thuận,Hồ Chí Minh,1 năm,"Your role & responsibilities
Build up integration environment between callcenter and AI system.
Work with internal teams to centralize information and propose the best solution.
Standard of technical documentation.
Implement backend environment, database, caching
Optimizing performance
Troubleshooting and bug fixing
Ability to work with limited supervision and work collaboratively in a dynamic team 
High comfort level in working within a self-directed culture and navigating ambiguit. 
Self-motivated and able to multi-task 
Positive working attitude and a good team player 
Ability and willingness to work some flexible hours","Your skills & qualifications
At least Bachelor's or Engineer's Degree in Information Technology, Computer Science, or related fields.
At least 1 - 2  years working experience after graduation as a Full-stack developer
Backend programming languages like Golang
Java, Python, C, C++ nice to have
Have analyze & problem solving skill
Ability to read documentation in English
Strong interest and promote technology trends
Strong passion for challenges, learning and sharing
Intention to improve the ability & try hard with positive thinking
Having good communication and problem-solving skills.
Good skill in English (plus)","Benefits for you
Offering a salary package that is competitive with industry standards and 13rd month salary is applied
Annual health check-up is sponsored by the company and FPT care insurance is offered
Opportunity to work directly with customers who are leading companies in Vietnam as well as internationally such as Japan, USA, etc...
The nature of the job is challenging, so you can always promote your capability and interpersonal skills
Monthly Employee recognition and rewards
Offering performance-based bonuses for employees who exceed targets and contribute to the growth of our company.
Dynamic technology environment, open working, democracy, many corporate activities for active people (sports, vacation, team building activities ...)","- Hồ Chí Minh: Biệt thự A 4-2, khu dân cư EverRich, 3, Đ. Phú Thuận, Phú Thuận, Quận 7, Hồ Chí Minh, Quận 7",Thứ 2 - Thứ 6 (từ 09:00 đến 18:00),CÔNG TY CỔ PHẦN CÔNG NGHỆ NAMI,25-99 nhân viên,"Villa A4-2 Khu dân cư EverRich 3, Đường Phú Thuận, Phường Tân Phú, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/L1pW9ftuBFytFm20NU82mkKHxaplrxdX_1712053749____0c3a203d8e665ab4d6e0768bf35663c1.png
Lập Trình Viên .Net (Winform),10 - 18 triệu,Hà Nội,1 năm,"Thiết kế tổng thể hệ thống, các module thành phần, các chức năng chi tiết.
Lập trình phát triển, bảo trì các chức năng hệ thống phía back-end.
Triển khai và tích hợp các thành phần hệ thống phía back-end.
Tối ưu các thành phần hệ thống phía back-end: code, database.
Thực hiện các công việc liên quan khác theo yêu cầu của cấp quản lý","Tốt nghiệp Đại học/cao đẳng chuyên ngành: công nghệ thông tin, khoa học máy tính, kỹ nghệ phần mềm (Software Engineer) hoặc tương đương.
Có kinh nghiệm lập trình .NET (C#), Entity Framework
Có kinh nghiệm lập trình WinForms, WPF, ASP.NET, WEB API
Có kinh nghiệm với các hệ quản trị CSDL như: SQL Server, MySQL
Có kinh nghiệm sử dụng Git
Có khả năng phân tích thiết kế hệ thống, áp dụng design pattern, microservice.
Có kinh nghiệm giải quyết các vấn đề về perfomance trên hệ thống cần xử lý lượng dữ liệu lớn.","Thu nhập theo năng lực: Từ 10 - 18 triệu/ tháng
Thưởng dự án
Phụ cấp thuê nhà hàng tháng (nếu phải thuê nhà)
Chế độ thưởng hấp dẫn: Thưởng ngày lễ, Tết, sinh nhật, thưởng nóng, dự án,..; các chế độ đãi ngộ dành cho nhân viên và gia đình: quà lễ, Tết, các chế độ thăm hỏi sức khỏe theo quy định công ty
Có nhiều cơ hội tham gia các khóa học phát triển năng lực và tư duy do DACO đầu tư 100%
Làm việc cùng đội ngũ nhân sự ưu tú, thân thiện, hòa đồng, đa dạng lứa tuổi (2xxx-197x), có nhiều cơ hội thăng tiến và phát triển nghề nghiệp
Được cung cấp đầy đủ trang thiết bị phục vụ cho công việc (laptop, sim số, điện thoại, email, đồng phục)
Có thể kết thúc thời gian thử việc sớm – dưới 2 tháng tùy năng lực
Hỗ trợ khác: điện thoại, xăng xe, xe đưa đón công tác, công tác phí
Công ty chuẩn bị bữa trưa cho nhân viên, đảm bảo dinh dưỡng và vệ sinh an toàn thực phẩm
Được tham gia các hoạt động team building, du lịch lên đến 03 lần/năm
Được tài trợ kiểm tra sức khỏe định kỳ hàng năm cho mọi nhân viên
Thời gian làm việc: Thứ 2 - Sáng thứ 7. Từ 8h - 17h","- Hà Nội: 146 Cầu Bươu, Thanh Trì, Thanh Trì",,CÔNG TY TNHH DACO,100-499 nhân viên,số nhà 146 - Xã Tân Triều - Huyện Thanh Trì - TP Hà Nội,https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/00fee2296c9d442de0f9e1a9e8be262f-632ab02a9ed33.jpg
Front-End Developer,20 - 35 triệu,Hà Nội,3 năm,"Phát triển ứng dụng doanh nghiệp cho các khách hàng lớn ở Singapore, Nhật Bản, Hoa Kỳ, Việt Nam  
Tham gia vào tất cả các giai đoạn của quy trình phát triển phần mềm bao gồm giai đoạn Thiết kế, Phân tích, Phát triển và Bảo trì. 
Phối hợp với các thành viên trong nhóm dưới sự phân công công việc của Quản lý dự án 
Giao tiếp với các nhóm chuyên nghiệp và khách hàng trên toàn thế giới","Có từ 3 năm kinh nghiệm lập trình Front - end 
Am hiểu với Angular, ReactJS, VueJS, Redux pattern 
Có kinh nghiệm về thiết kế UI/UX  
Có đam mê công việc và tư duy phản biện để giải quyết vấn đề 
Khả năng giao tiếp với khách hàng bằng tiếng Anh là một điểm cộng","Mức lương: Lên tới 35 triệu 
Thử việc hưởng 100% lương chính thức 
Review hiệu suất 2 lần/năm và tháng lương thứ 13 
Thưởng các dịp Lễ Tết: Ngày Quốc Tế Lao động, Quốc khánh, Tết dương lịch, Tết Nguyên đán 
Thưởng dự án 
Trợ cấp các chứng chỉ năng lực IT: AWS/Azure, Outsystems, Salesforce, PMP, Agile/Scrum 
Bảo hiểm sức khỏe nâng cao BSH Care, chính sách thai sản, khám sức khỏe định kỳ 1 năm 1 lần 
Được hưởng các chế độ phúc lợi của Công ty: Nghỉ mát hàng năm, Teambuilding hàng quý, các lớp nâng cao trình độ ngoại ngữ (Tiếng anh), ... 
Được định hướng phát triển sâu về công nghệ, cơ hội học hỏi nhiều stack khác nhau, dự án đa dạng ở các thị trường lớn 
Môi trường trẻ trung, năng động, nhiều cơ hội thăng tiến 
Thời gian làm việc linh hoạt từ Thứ 2 đến thứ 6","- Hà Nội: Tầng 3, Tòa The Nine, số 9 Phạm Văn Đồng, Mai Dịch, Cầu Giấy, Hà Nội, Cầu Giấy",Thứ 2 - Thứ 6 (từ 08:30 đến 17:45),Công ty Cổ phần GEM,100-499 nhân viên,"Tầng 3, Tòa nhà The Nine, số 9 Phạm Văn Đồng, Mai Dịch, Cầu Giấy, Hà Nội",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-co-phan-gem-d065a7bf670f9494edbff96f9a53dc7b-6703853cb1ae7.jpg
Freelance Delphi Developer,Thoả thuận,Hồ Chí Minh,2 năm,"- Work with PM to receive requests
- Modify functions for app/web about managing reviews/comments for user's services (user is merchant)
- Add functions for app/web about managing reviews/comments for user's services (user is merchant)","- At least 02 years of experience in projects using Delphi language
- Experience in debugging, testing software
- Ability to read and understand English documents
- Ability to manage time and organize work, ensuring the project is on schedule
- Please apply your English CV","- Salary: competitive salary, negotiable during interview
- Flexible working hours, can work remotely
- Opportunities for professional development and growth
- Collaborative and innovative work environment","- Hồ Chí Minh: Dự án D VERANO, Căn B1 Khu đô thị mới Thủ Thiêm, Phường An Khánh, Quận 2",Thứ 2 - Thứ 6 (từ 09:00 đến 18:00),CÔNG TY TNHH BLUE DRAGON COMMUNICATIONS,10-24 nhân viên,"Dự án D'VERANO , Căn B1 Khu đô thị mới Thủ Thiêm, Phường An Khánh, TP Thủ Đức, Hồ Chí Minh",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/4FgPp9m0j7dayrAJOEZZkRs6q3td2tTM_1705906671____0417e4c9c09cbb10318086021f789419.png
Trợ Lý Phần Mềm,14 - 20 triệu,Hà Nội,1 năm,"• Quản lý và vận hành hệ thống phần mềm của công ty, bao gồm: phần mềm QLKS, Trung tâm hình ảnh
• Quản lý và vận hành hệ thống website
• Tiếp nhận và làm việc với đối tác cung cấp các hạng mục phần mềm cho Công ty
• Khảo sát, nghiên cứu, và triển khai các dự án liên quan đến CNTT, phần mềm, ứng dụng được BLĐ giao phó
Hỗ trợ các phòng ban/cơ sở sử dụng ứng dụng, phần mềm. Theo dõi, kiểm tra lỗi các phần mềm, website để kịp thời xử lý
• Phát triển hệ thống phần mềm cho doanh nghiệp.
• Xây dựng phần mềm đáp ứng công việc và số hóa các công đoạn thủ công trong môi trường doanh nghiệp.
• Check lỗi / fix lỗi tối ưu Website - Ứng dụng đang có
• Phối hợp giữa các nhóm, đối tác để nghiên cứu, thiết kế, lập trình tính năng theo từng yêu cầu, từng thời điểm
• Tương tác với các hệ thống đang có để kết nối data và đồng bộ dữ liệu.
• Tối ưu code để nâng cao hiệu năng, chất lượng hệ thống.
Báo cáo và thực hiện các công việc khác theo yêu cầu của đội nhóm","•Có tinh thần học hỏi, làm việc độc lập và theo nhóm
•Có kiến thức cơ bản tốt về lập trình hướng đối tượng – lập trình bất đồng bộ
•Có kinh nghiệm làm việc với các hệ quản trị cơ sở dữ liệu database - stored procedure
•Có kiến thức về hệ thống Network và bảo mật hệ thống
•Khả năng tư duy tốt và chịu áp lực trong công việc
•Có ít nhất 01 năm kinh nghiệm ở vị trí tương đương
•Có Kiến thức về Sever - Quản trị sever windows – linux
Có kiến thức Quản trị website – tối ưu website","•Lương thỏa thuận theo năng lực.
•Từ 3 - 6 tháng xét tăng lương 1 lần.
•Chế độ thâm niên cao: từ tháng thứ 13 trở đi mỗi năm được thưởng thêm 3% lương thâm niên.
•Cơ hội thăng tiến cao.
•Có chỗ ở khi nhân viên ở xa.
•Khen thưởng tuần / tháng / năm và khi có đóng góp xây dựng Tập đoàn.
•Phụ cấp trách nhiệm (theo từng bộ phận).
•Chế độ thăm hỏi, hiếu hỉ, sinh nhật..
BHXH, BHYT, BHTN đầy đủ theo quy định.","- Hà Nội: 98 Sơn Tây, Ba Đình",,CÔNG TY CỔ PHẦN A25 HOTEL,500-1000 nhân viên,"Văn phòng tại Hà Nội: : 98 Sơn Tây, Phường Kim Mã, Quận Ba Đình- Hà Nội / Văn phòng tại TP.HCM: Số 180-184 Nguyễn Trãi, Q1, TPHCM / Văn phòng tại Đà Nẵng: Số 137 Nguyễn Du- Quận Hải Châu- Đà Nẵng",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-co-phan-quoc-te-tap-doan-khach-san-a25-632bc1253de1f.jpg
Kỹ Sư Dịch Vụ Hiện Trường (Field Service Engineer),10 - 20 triệu,Hồ Chí Minh,1 năm,"• Cài đặt và cấu hình thiết bị IT: Thực hiện cài đặt, cấu hình các thiết bị như VTM (Video Teller Machine), STM (Smart Teller Machine) và các hệ thống IT khác.
• Khắc phục sự cố kỹ thuật tại chỗ: Xử lý và giải quyết các sự cố kỹ thuật xảy ra tại hiện trường nhanh chóng và hiệu quả.
• Bảo trì và nâng cấp hệ thống: Đảm bảo hệ thống VTM hoạt động ổn định bằng việc thực hiện bảo trì định kỳ và nâng cấp khi cần thiết.
• Hỗ trợ người dùng cuối: Cung cấp hỗ trợ kỹ thuật cho người dùng cuối trong việc sử dụng thiết bị và hệ thống. 

• Quản lý tài sản thiết bị: Theo dõi và quản lý các tài sản IT, thiết bị tại cơ sở làm việc. 

• Hỗ trợ triển khai Dự án: Tham gia vào quá trình triển khai các dự án công nghệ liên quan tại các địa điểm được chỉ định.
• Quản lý và Giải quyết yêu cầu dịch vụ: Đảm bảo tất cả các yêu cầu dịch vụ và vấn đề phát sinh đều được ghi nhận và giải quyết một cách hiệu quả.
• Đảm bảo tuân thủ và an ninh: Tuân thủ các quy trình an ninh và chính sách bảo mật của tổ chức. 

• Báo cáo và Ghi nhận: Thực hiện báo cáo công việc và ghi nhận các sự cố, bảo trì sau khi hoàn thành công việc.
• Phối hợp với các đội ngũ khác: Làm việc với các đội ngũ khác như IT, bảo trì, và quản lý dự án để hoàn thành công việc.","• Yêu cầu sức khoẻ tốt, sẵn sàng di chuyển và làm việc tại các địa phương khác nhau. 

• Có kinh nghiệm làm việc với hệ thống ATM/VTM/STM là một lợi thế. 

• Kỹ năng chẩn đoán và khắc phục sự cố kỹ thuật hiệu quả. 

• Khả năng quản lý thời gian tốt để xử lý nhiều yêu cầu dịch vụ và sự cố cùng lúc. 

• Hiểu biết sâu về phần cứng máy tính, thiết bị mạng, hệ điều hành và phần mềm ứng dụng. 

• Am hiểu về biện pháp bảo mật và tuân thủ chính sách bảo mật của tổ chức 

• Độ tuổi khoảng (22-34) tuổi. 

• Kinh nghiệm: trao đổi khi phỏng vấn","•  Lương thỏa thuận từ 10-20 triệu, mức lương cạnh tranh trên thị trường. 

• Lương tháng 13, thưởng các ngày lễ, tết và đặc biệt thưởng cuối năm 

• Môi trường làm việc năng động, trẻ trung, nhiệt huyết, lộ trình sự nghiệp mở rộng 

• Được tham gia các khóa đào tạo/huấn luyện phục vụ cho nhu cầu công việc. 

• Tham gia các hoạt động teambuilding, chia sẻ yêu thương và các câu lạc bộ chạy bộ, cầu lông, bóng đá 

• Chăm sóc sức khỏe toàn diện qua chương trình khám sức khỏe định kỳ hàng năm, thẻ bảo hiểm Generali","- Hồ Chí Minh: 136/12 Vườn Chuối, Phường 04, Quận 3",,CÔNG TY CỔ PHẦN PHẦN MỀM VIỄN THÔNG MIỀN NAM,100-499 nhân viên,"136/12 Vườn Chuối, Phường 04, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-co-phan-phan-mem-vien-thong-mien-nam-60a2322a4e00b.jpg
Lập Trình Viên Back-End (PHP),Thoả thuận,Hồ Chí Minh,2 năm,"Nhân viên Lập trình Backend là người chịu trách nhiệm xây dựng và duy trì các phần mềm hệ thống phía máy chủ của ứng dụng hoặc trang Web. Công việc sẽ thường liên quan đến xử lý dữ liệu, quản lý cơ sở dữ liệu, xây dựng các API để kết nối các thành phần của hệ thống và đảm bảo rằng toàn bộ ứng dụng hoạt động một cách mượt mà và an toàn.
Tiếp nhận các yêu cầu từ BA và Leader, và đưa ra ý kiến và hệ thống sau đó sẽ phân tích và thiết kế hệ thống
Quản lý dữ liệu: Bao gồm việc thiết kế cơ sở dữ liệu, tối ưu hóa các câu truy vấn đảm bảo tính nhất quán và an toàn của dữ liệu (MySQL, MongoDB, Redis, SQLServer,Cassandra)
Thực hiện các biện pháp bảo mật và xác thực người dùng, quản lý quyền truy cập và bảo vệ khỏi các cuộc tấn công liên quan an ninh mạng và dữ liệu quan trọng.
Thực hiện các bài kiểm thử (Unit Test, Intergration Test) để tìm và sửa lỗi trong mã nguồn của họ.
Tương tác với các thành viên ở các phòng ban liên quan để đưa ra ý kiến chung và đảm bảo tiến độ dự án tiến triển một cách suôn sẻ, đúng tiến độ.
Theo dõi và bảo trì: Sau khi ứng dụng hoạt động, cần phải duy trì và cập nhật hệ thống để đảm bảo tính ổn định và bảo mật cao.
Sử dụng công cụ và Framework: Sử dụng các Framework như Docker, Kubernetes, Apache (hoặc Nginx) để quản lý và triển khai ứng dụng.
Tích hợp với các dịch vụ bên ngoài: Tích hợp với các dịch vụ bên ngoài như Thanh toán Online, Đơn vị vận chuyển, dịch vụ đám mây (AWS, GKE,...)","Tốt nghiệp Đại học/ Cao đẳng chuyển ngành Công nghệ thông tin. Ưu tiên chuyên ngành liên quan Web/Phần mềm
Có ít nhất 2 năm kinh nghiệm về lĩnh vực xây dựng hệ thống với vai trò Backend (PHP)
Ưu tiên sử dụng Laravel Framework / Lumen Framework","Lương thỏa thuận theo năng lực.
Được hưởng đầy đủ các chế độ theo quy định của pháp luật (BHYT, BHXH, BHTN) và các chế độ phúc lợi theo nội quy, quy chế của Công ty.","- Hồ Chí Minh: 221 Trương Văn Bang, Phường Thạnh Mỹ Lợi, Quận 2",Thứ 2 - Thứ 6 (từ 08:00 đến 17:00),CÔNG TY CP TIÊN PHONG CDS,25-99 nhân viên,"Tầng 01, Tòa nhà 232 Lê Văn Lương, Phường Tân Hưng, Quận 7, TP. Hồ Chí Minh",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/4BvV8BvcARW64hCe0sGlXFeVVbT5wCyu_1722920227____502884710c691acf5f4e62f696091174.jpg
.NET Developer,20 - 25 triệu,Hồ Chí Minh,3 năm,"Develop logistics system features: Import goods, export goods, pick/pack goods, transport goods
Work with the mobile team to develop mobility features for the operational warehouse
System design ensures system stability
Maintain old features
Write unit tests for running systems
System monitor ensures smooth operating processes.","Degree in Software Engineering, Information Technology or relevant
Have experience in developing web application
Experienced in .NET and/or .NET Core, Golang,  web development, JavaScript, C#, database SQL , SQL postgres, Elasticsearch
Have good knowledge about Object-Oriented Programming (OOP), SOLID.
Experienced in Git or other source control systems
Good time management, communication and problem-solving skills.
Good teamwork spirit and logical thinking
Proactive, well self-organized and responsible in work
Able to quickly manage new technologies
Strong experience in using design patterns such as Dependency Injection, Inversion of Control, Singleton, Factory, and C# frameworks that provided support for these coding patterns.
Good knowledge in building testable software, abstraction layers, and mock objects.
Experience in unit test frameworks (Microsoft Visual Studio unit test, NUnit, etc.)","Competitive salary and benefits
Attractive 13th month salary and performance bonus
Annual performance review for salary raise and promotion
Premium private insurance (PTI Insurance) with discount for family members
Annual health check
18 days of annual leave
Company trips and team buildings
Gifts on special accession: individual /company birthday, Tet and Holidays
Internal activities, sport and social clubs
Opportunity to training both technical and soft skills to develop your career path","- Hồ Chí Minh: 2nd Floor, FPT Building Tân Thuận 2 - Street 8, Khu Chế Xuất Tân Thuận, Tan Thuan Dong Ward, District 7, HCMC., Quận 7",Thứ 2 - Thứ 6 (từ 08:30 đến 17:30),Sendo Technology JSC,100-499 nhân viên,"Tòa nhà FPT Tân Thuận, Lô 29B-31B-33B, Đường Tân Thuận, KCX Tân Thuận, Phường Tân Thuận Đông, Quận 7, Tp.HCM",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/ydCadGguOZ8Ir6AL8plffxn2XFpS85Fo_1705463743____6d90586ac03d844d21c5fff41dcfc1ea.jpg
Fullstack Web Developer (PHP + Javascript),Thoả thuận,Hà Nội,2 năm,"• Tham gia phát triển website và các tính năng theo yêu cầu của khách hàng Nhật, Âu, Mỹ.
• Hợp tác và trao đổi công việc với Team Member, Team Leader.
• Tham gia phát triển các công đoạn phân tích yêu cầu, Detail Design, Coding, viết tài liệu API, Unit Test.
• Tham gia thiết kế cơ sở dữ liệu, thiết kế kiến trúc dự án.
• Có thể đảm nhận các công việc phát triển cả backend, frontend.
• Có thể đảm nhận các công đoạn coding backend, frontend.","• Có kiến thức nền tảng tốt về lập trình (OOP, cấu trúc dữ liệu và giải thuật...).
• Có kiến thức nền tảng tốt về cơ sở dữ liệu quan hệ (thiết kế, sử dụng...).
• Có kiến thức nền tảng tốt về hệ điều hành linux, cấu hình, triển khai web server.
• Trên 2 năm kinh nghiệm lập trình sử dụng ngôn ngữ PHP trên các FrameWork như Laravel, Cake....
• Trên 2 năm kinh nghiệm lập trình Frontend sử dụng HTML/CSS/Javascript, TypeScript trên các framework như Reactjs, Vuejs...
• Có trên 1 năm lập trình trên môi trường cloud đặc biệt là AWS (Ec2, lambda...).
• Có khả năng tìm hiểu, thích ứng tốt với công nghệ mới.
• Có kinh nghiệm đảm nhiệm các vị trí project team leader là điểm cộng.
• Nhiệt tình, teamwork tốt, sẵn sàng học hỏi các công nghệ mới để đáp ứng công việc.
• Có tư duy hệ thống, tư duy logic tốt, có khả năng đề xuất vấn đề và giải quyết vấn đề.","• Mức lương: thỏa thuận;
• Được xây dựng lộ trình và hỗ trợ phát triển trở thành keymember, team leader.
• Review lương 2 lần/năm, lương tháng 13 theo hiệu quả kinh doanh của công ty.
• Tham gia BHXH, BHYT, BHTN đầy đủ theo Luật lao động.
• Nghỉ phép 12 ngày/năm.
• Hưởng mọi quyền lợi nghỉ Lễ Tết kèm theo thưởng ngày Lễ/Tết trong năm.
• Team building định kỳ hàng Quý, du lịch 1 lần/năm.
• Thời gian làm việc: 08:00 đến 17:00 từ Thứ Hai đến thứ Sáu.
• Môi trường làm việc thoải mái, trẻ trung, năng động, có nhiều cơ hội thăng tiến và phát triển bản thân.","- Hà Nội: Tầng 6, số 12 Mễ Trì Hạ, phường Mễ Trì, Nam Từ Liêm",Thứ 2 - Thứ 6 (từ 08:00 đến 17:00),CÔNG TY TNHH MUMESOFT INNOVATION,25-99 nhân viên,"Tầng 6, số 12 Mễ Trì Hạ, Mễ Trì, Nam Từ Liêm, Hà Nội",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/ASZKwsybL1nRokWzBZrhyhNdg3XWGIF9_1687938767____d289a82ae49744d1b32095601d2daa4a.png
